,PhraseNo,Phrase,IsHateSpeech,Tokens
45,74,"['අර', 'දිවියව', 'මරපු', 'මිනිස්සු', 'තරම්', 'අපරාධ', 'කාරයෝ', 'නෙමේ', 'වෙන්න', 'ඇති', 'මේ', 'පොලිස්', 'නිලධාරියාව', 'මරපු', 'මිනිමරුවෝ.එකනේ', 'ඒ', 'තරම්', 'දරුණු', 'වචන', 'නැත්තේ', 'මේ', 'මිනි', 'මරුවන්ට', 'එරෙහිව']",1,"['අර', 'දිවියව', 'මරපු', 'මිනිස්සු', 'තරම්', 'අපරාධ', 'කාරයෝ', 'නෙමේ', 'වෙන්න', 'ඇති', 'මේ', 'පොලිස්', 'නිලධාරියාව', 'මරපු', 'මිනිමරුවෝ.එකනේ', 'ඒ', 'තරම්', 'දරුණු', 'වචන', 'නැත්තේ', 'මේ', 'මිනි', 'මරුවන්ට', 'එරෙහිව']"
46,77,"['තවත්', 'එක්', 'සෝමාලියාවක්', 'වගේ.ශිට්']",1,"['තවත්', 'එක්', 'සෝමාලියාවක්', 'වගේ.ශිට්']"
47,79,"['පාතාලයේ', 'කියන', 'හැම', 'එකාවම', 'මරල', 'දාන්න', 'ඕනා', '...']",1,"['පාතාලයේ', 'කියන', 'හැම', 'එකාවම', 'මරල', 'දාන්න', 'ඕනා']"
48,81,"['ත්\u200dරිවිධ', 'හමුදාවට', 'පොලිසිය', 'අසරණ', 'කරන්න', 'තහංචි', 'පනවා', '.', 'හොරුන්ට', 'නීති', 'රීති', 'ලිහිල්වුන', 'රටක්', 'ලංකාව', '.']",1,"['ත්\u200dරිවිධ', 'හමුදාවට', 'පොලිසිය', 'අසරණ', 'කරන්න', 'තහංචි', 'පනවා', 'හොරුන්ට', 'නීති', 'රීති', 'ලිහිල්වුන', 'රටක්', 'ලංකාව']"
49,82,"['කියන්න', 'නම්', 'එපා', 'අපි', 'දකුනේ', 'කියලා', '...', '.විලි', 'ලැජ්ජයි', 'යකෝ', '.']",1,"['කියන්න', 'නම්', 'එපා', 'අපි', 'දකුනේ', 'කියලා', '.විලි', 'ලැජ්ජයි', 'යකෝ']"
50,83,"['ඕකුන්වත්', 'පෝලිමට', 'තියලා', 'මරලා', 'දාපල්ලා', '.', 'අර', 'අහිංසකයට', 'වුනා', 'වගේම', '.']",1,"['ඕකුන්වත්', 'පෝලිමට', 'තියලා', 'මරලා', 'දාපල්ලා', 'අර', 'අහිංසකයට', 'වුනා', 'වගේම']"
51,86,"['වෙනසෙ', 'සැප', 'පේනවනේ', ',', 'මෙි', 'රටෙි', 'නිතිය', 'බල්ලට', 'ගිහින්']",1,"['වෙනසෙ', 'සැප', 'පේනවනේ', 'මෙි', 'රටෙි', 'නිතිය', 'බල්ලට', 'ගිහින්']"
52,87,"['ලංකාවේ', 'hema', 'tanama', 'oya', 'wage', 'tamai', 'R.D.A', 'නිලධාරීන්', 'owa', 'දකින්නේ', 'nati', 'එක', 'හරිම', 'කනගාටුදායක', '(', 'අපෙන්', 'බඳු', 'ගහන', 'සල්ලිවලින්', '.', 'කරන', 'අපරාධ', 'Henaghanawa', 'munta', 'tu', ')']",1,"['ලංකාවේ', 'නිලධාරීන්', 'දකින්නේ', 'එක', 'හරිම', 'කනගාටුදායක', 'අපෙන්', 'බඳු', 'ගහන', 'සල්ලිවලින්', 'කරන', 'අපරාධ']"
53,88,"['Ape', 'peththeth', 'oya', 'wede', 'mai', 'කරන්නේ', '.මහින්ද', 'මහත්තයා', 'නැතිකම', 'දැනෙනවා', '.hitiyanam', 'අපිත්', 'ගොඩ']",1,"['කරන්නේ', '.මහින්ද', 'මහත්තයා', 'නැතිකම', 'දැනෙනවා', 'අපිත්', 'ගොඩ']"
54,89,"['දැන්', 'බැන', 'බැන', 'මේකෙ', 'පෝස්ට්', 'දැම්මට', 'මේවා', 'පිලිවෙලට', 'මහින්දගෙ', 'කාලෙ', 'සිද්ධ', 'උනා', '...', 'ඒවාට', 'අසංවේදී', 'උන', 'මෝඩ', 'උද්ධච්ඡ', 'මිනිස්සුන්ගෙ', 'ඡන්ද', 'වල', 'පිහිටෙන්', 'ලැබුනු', 'වෙනස', 'තමයි', 'මේ', 'තියෙන්න්නේ', '...']",1,"['දැන්', 'බැන', 'බැන', 'මේකෙ', 'පෝස්ට්', 'දැම්මට', 'මේවා', 'පිලිවෙලට', 'මහින්දගෙ', 'කාලෙ', 'සිද්ධ', 'උනා', 'ඒවාට', 'අසංවේදී', 'උන', 'මෝඩ', 'උද්ධච්ඡ', 'මිනිස්සුන්ගෙ', 'ඡන්ද', 'වල', 'පිහිටෙන්', 'ලැබුනු', 'වෙනස', 'තමයි', 'මේ', 'තියෙන්න්නේ']"
55,90,"['තුවාල', 'වලට', 'බේත්', 'දානවා', 'වගේ', '...', '..කියන්න', 'දුකයි', 'සිංහල', 'ජාතිය', 'කාළකණ්නි', 'ජාතියක්', 'බවට', 'පත්', 'වී', 'හමාරයි']",1,"['තුවාල', 'වලට', 'බේත්', 'දානවා', 'වගේ', '..කියන්න', 'දුකයි', 'සිංහල', 'ජාතිය', 'කාළකණ්නි', 'ජාතියක්', 'බවට', 'පත්', 'වී', 'හමාරයි']"
56,92,"['ඇත්තම', 'කියනවනම්', 'ලංකාව', 'හරිම', 'කාලකන්නි', 'රටක්', '.']",1,"['ඇත්තම', 'කියනවනම්', 'ලංකාව', 'හරිම', 'කාලකන්නි', 'රටක්']"
57,93,"['කාලකන්නි', 'හැතිකරය', 'අපේ', 'සල්ලි', 'වලින්', 'ලබු', 'කන', 'මෙි', 'වාගේ', 'රජයේ', 'අයතන', 'වලට', 'හන', 'හගන්න', 'ඔන']",1,"['කාලකන්නි', 'හැතිකරය', 'අපේ', 'සල්ලි', 'වලින්', 'ලබු', 'කන', 'මෙි', 'වාගේ', 'රජයේ', 'අයතන', 'වලට', 'හන', 'හගන්න', 'ඔන']"
58,96,"['මුන්', 'ඔක්කොම', 'රට', 'කනවා', 'අනේ', 'අපේ', 'බදු', 'ගන්න', 'සල්ලි']",1,"['මුන්', 'ඔක්කොම', 'රට', 'කනවා', 'අනේ', 'අපේ', 'බදු', 'ගන්න', 'සල්ලි']"
59,97,"['ඒත්', 'උඹ', 'අර', 'හොටු', 'පෙරං', 'අඬන', 'හෙලු', 'කෙල්ලොංගෙ', 'videosui', 'අනික්', 'ලබ්බවල්', 'වලට', 'වඩා', 'මේ', 'කරපු', 'වැඩේනම්', 'great', 'බං', '...']",1,"['ඒත්', 'උඹ', 'අර', 'හොටු', 'පෙරං', 'අඬන', 'හෙලු', 'කෙල්ලොංගෙ', 'අනික්', 'ලබ්බවල්', 'වලට', 'වඩා', 'මේ', 'කරපු', 'වැඩේනම්', 'බං']"
60,99,"['මොනතරම්', 'ගින්දරක්', 'පපු', 'ඇතුලේ', 'පත්තු', 'වෙනවා', 'අැද්ද', '...', 'තාත්තා', 'මේ', 'අත්', 'පා', 'උස්මහත්', 'කරපු', 'තාත්තා', 'දෙයියනේ', '...', 'ශාප', 'වෙයි', 'උඹලට', 'මේ', 'ආත්මෙම..']",1,"['මොනතරම්', 'ගින්දරක්', 'පපු', 'ඇතුලේ', 'පත්තු', 'වෙනවා', 'අැද්ද', 'තාත්තා', 'මේ', 'අත්', 'පා', 'උස්මහත්', 'කරපු', 'තාත්තා', 'දෙයියනේ', 'ශාප', 'වෙයි', 'උඹලට', 'මේ', 'ආත්මෙම..']"
61,101,"['උගෙ', 'අප්පගෙ', 'නීතියක්නෙ', 'යකො', 'එක', 'අර', 'රංගෙ', 'බන්ඩාරගෙ', 'පුතා', '3', 'පාරක්', 'වාහනෙ', 'හප්පලා', 'එක', 'මිනිහෙක්', 'මරලා', 'පවුලක්', 'අබ්බගාතයො', 'කරා', 'කො', 'නිතිය', 'මෙපාර', 'ගෙයක්', 'කුඩු', 'කරලා', 'හොදටම', 'බීලා', 'වාහනෙ', 'ඇතුලෙ', 'කඩු', 'පොලු', 'තියෙද්දිත්', 'කොහොමද', 'යකො', 'ඌට', 'ඇප', 'දෙන්නෙ']",1,"['උගෙ', 'අප්පගෙ', 'නීතියක්නෙ', 'යකො', 'එක', 'අර', 'රංගෙ', 'බන්ඩාරගෙ', 'පුතා', 'පාරක්', 'වාහනෙ', 'හප්පලා', 'එක', 'මිනිහෙක්', 'මරලා', 'පවුලක්', 'අබ්බගාතයො', 'කරා', 'කො', 'නිතිය', 'මෙපාර', 'ගෙයක්', 'කුඩු', 'කරලා', 'හොදටම', 'බීලා', 'වාහනෙ', 'ඇතුලෙ', 'කඩු', 'පොලු', 'තියෙද්දිත්', 'කොහොමද', 'යකො', 'ඌට', 'ඇප', 'දෙන්නෙ']"
62,102,"['NGO', 'වලින්ද', 'එතකොට', 'ලංකාවෙ', 'නිතිය', 'ක්රියාත්මක', 'කරන්නෙ', 'නොදකිං', 'කලකිරෙනවා', 'මෙවා', 'දැක්කම', 'මොනද', 'මෙ', 'අපෙ', 'රටට', 'වෙන්නෙ']",1,"['වලින්ද', 'එතකොට', 'ලංකාවෙ', 'නිතිය', 'ක්රියාත්මක', 'කරන්නෙ', 'නොදකිං', 'කලකිරෙනවා', 'මෙවා', 'දැක්කම', 'මොනද', 'මෙ', 'අපෙ', 'රටට', 'වෙන්නෙ']"
63,103,"['Henama', 'gahapiya', 'okita.NGO', 'karayanta', 'puka', 'dipan', 'thawath', 'wesi.tho', 'marunu', 'data', 'pansukule', 'denneth', 'අපේ', 'හාමුදුරුවෝ', 'mthaka', 'thiya', 'ganin.thota', 'sapa', 'wenawa.shinhalaya', 'gana', 'ktha', 'krapu', 'අපේ', 'හාමුදුරුවන්ට', 'මෙහෙම', 'කරාට', '.']",1,"['අපේ', 'හාමුදුරුවෝ', 'අපේ', 'හාමුදුරුවන්ට', 'මෙහෙම', 'කරාට']"
64,104,"['Mewata', 'katha', 'karanna', 'wachana', 'ne..hithe', 'wairaya', 'athi', 'karanawata', 'wada', '...', 'wadath', 'hidama', 'de', 'munta', 'swabadahama', 'thulin', 'lebena', 'දඬුවම', 'diha', 'nihathamaniwa', 'balasitimai', '...', '..sandya', 'kiyana', 'wesa', 'genita', 'hidata', 'ninda', 'yanawa', 'athi', 'den']",1,['දඬුවම']
65,105,"['Gon', 'genita', 'saapa', 'වේවා', '...', '.me', 'athmedima', 'palisan', 'දේවා', 'හාමුදුරුවෝ', 'namak', 'hireta', 'yeuwata..']",1,"['වේවා', 'දේවා', 'හාමුදුරුවෝ']"
66,108,"['ගොං', 'හුත්තී', '...', 'හැමිනියන්', 'වෙසී', '...', 'තොට', 'සාප', 'වේනවා', 'බැල්ලීයේ', '...']",1,"['ගොං', 'හුත්තී', 'හැමිනියන්', 'වෙසී', 'තොට', 'සාප', 'වේනවා', 'බැල්ලීයේ']"
67,109,"['කියන්න', 'දුකයි', 'අපෙ', 'රටේ', 'ලොකු', 'තැන්වල', 'උන්', 'පිරිහිලා', 'ඉවරයි', '.', 'බලයට', 'ධනයට', 'ආගම', 'ජාතිය', 'විකුණනවා', '.', 'උන්', 'දන්නෙ', 'නැ', 'උන්ට', 'වෙන්නේ', 'මොකක්ද', 'කියල', '.', 'මෙවට', 'වගකිවයුතු', 'වන්නේ', 'ඉහළ', 'පෙලෙ', 'ඉන්න', 'උන්', '.', 'අපෙ', 'ආගම', 'ජාතිය', 'විනාස', 'කරන', 'සක්කිලින්ට', 'කන්න', 'ගූත්', 'නැතිවෙනව', 'කාලකන්නි']",1,"['කියන්න', 'දුකයි', 'අපෙ', 'රටේ', 'ලොකු', 'තැන්වල', 'උන්', 'පිරිහිලා', 'ඉවරයි', 'බලයට', 'ධනයට', 'ආගම', 'ජාතිය', 'විකුණනවා', 'උන්', 'දන්නෙ', 'නැ', 'උන්ට', 'වෙන්නේ', 'මොකක්ද', 'කියල', 'මෙවට', 'වගකිවයුතු', 'වන්නේ', 'ඉහළ', 'පෙලෙ', 'ඉන්න', 'උන්', 'අපෙ', 'ආගම', 'ජාතිය', 'විනාස', 'කරන', 'සක්කිලින්ට', 'කන්න', 'ගූත්', 'නැතිවෙනව', 'කාලකන්නි']"
68,110,"['මේ', 'බැල්ලි', 'කොටින්ගේ', 'ගු', 'කනකොට', 'අපහසුවක්', 'දැනුනෙ', 'නැද්ද', 'දන්', 'නැහැ', '.', 'ඔකිට', 'මිනිහා', 'මැරුනම', 'දැනුන', 'දුකට', 'වඩා', 'දහස්', 'ගුනයක', 'දුකක්', 'දැනෙනවා', 'ඉස්සරහට', 'උපසම්පදාව', 'තියන', 'භික්සුවක්', 'හිරේ', 'යැවුවට', 'ඔකි', 'වැඩියෙන්ම', 'ආදරේ', 'කෙනෙක්', 'ඔකිට', 'නැති', 'වෙනවා', 'වැඩි', 'කල්', 'නොගිහින්']",1,"['මේ', 'බැල්ලි', 'කොටින්ගේ', 'ගු', 'කනකොට', 'අපහසුවක්', 'දැනුනෙ', 'නැද්ද', 'දන්', 'නැහැ', 'ඔකිට', 'මිනිහා', 'මැරුනම', 'දැනුන', 'දුකට', 'වඩා', 'දහස්', 'ගුනයක', 'දුකක්', 'දැනෙනවා', 'ඉස්සරහට', 'උපසම්පදාව', 'තියන', 'භික්සුවක්', 'හිරේ', 'යැවුවට', 'ඔකි', 'වැඩියෙන්ම', 'ආදරේ', 'කෙනෙක්', 'ඔකිට', 'නැති', 'වෙනවා', 'වැඩි', 'කල්', 'නොගිහින්']"
69,112,"['අපේ', 'හමුදාව', 'බර', 'අවි', ',', 'කෙමිකල්', 'මිසයිල', 'පාවිච්චි', 'කරලා', 'සමූලඝාතන', 'සිදුකලා', 'කියලා', 'මේ', 'හුත්තිගෙ', 'මිනිහා', 'කිව්වා', ',', ',', 'ඒකම', 'මේ', 'හුත්තිත්', 'කියනවා', ',', ',', ',', 'එහෙම', 'එකේ', 'මේ', 'කැරි', 'වේසිට', 'දඩුවම්', 'දෙන්නෙ', 'එකෙක්', 'නැද්ද', '...', '.', 'මේ', 'බල්ලන්ට', 'අල්ලන', 'කැරි', 'වේසි', 'හමගහන්න', 'ඕනි', 'පනපිටින්', '.']",1,"['අපේ', 'හමුදාව', 'බර', 'අවි', 'කෙමිකල්', 'මිසයිල', 'පාවිච්චි', 'කරලා', 'සමූලඝාතන', 'සිදුකලා', 'කියලා', 'මේ', 'හුත්තිගෙ', 'මිනිහා', 'කිව්වා', 'ඒකම', 'මේ', 'හුත්තිත්', 'කියනවා', 'එහෙම', 'එකේ', 'මේ', 'කැරි', 'වේසිට', 'දඩුවම්', 'දෙන්නෙ', 'එකෙක්', 'නැද්ද', 'මේ', 'බල්ලන්ට', 'අල්ලන', 'කැරි', 'වේසි', 'හමගහන්න', 'ඕනි', 'පනපිටින්']"
